o_iti_it bp fp     mu             rho                  LogCost              OptError             Error Reg   Step  Upt
   1   0  0 11 1.0000          1.0000                  -3.3736             4611.3582        31211.5960   0 0.0010    0
 301  37  0  0 0.0016      10000.0000               13592.6356            10535.5501            0.0001   3 0.0312  293
 302  38  0  0 0.0016      10000.0000               13488.0561            10206.3142            0.0001   3 0.0156  294
 303  39  0  0 0.0016      10000.0000               13284.1837            10046.8405            0.0001   3 0.0312  295
 304  40  0  0 0.0016      10000.0000               13089.4027             9732.8768            0.0001   3 0.0312  296
 305  41  0  0 0.0016      10000.0000               12903.2343             9428.7244            0.0001   3 0.0312  297
 306  42  0  0 0.0016      10000.0000               12725.2235             9134.0767            0.0001   3 0.0312  298
 307  43  0  0 0.0016      10000.0000               12554.9410             8848.6368            0.0001   3 0.0312  299
 308  44  0  0 0.0016      10000.0000               12391.9825             8572.1169            0.0001   3 0.0312  300
 309  45  0  0 0.0016      10000.0000               12235.9671             8304.2383            0.0001   3 0.0312  301
 310  46  0  0 0.0016      10000.0000               12086.5358             8044.7308            0.0001   3 0.0312  302
 311  47  0  0 0.0016      10000.0000               11943.3508             7793.3330            0.0001   3 0.0312  303
 312  48  0  0 0.0016      10000.0000               11806.0933             7549.7913            0.0001   3 0.0312  304
 313  49  0  0 0.0016      10000.0000               11674.4631             7313.8603            0.0001   3 0.0312  305
 314  50  0  0 0.0016      10000.0000               11548.1767             7085.3022            0.0001   3 0.0312  306
 315  51  0  0 0.0016      10000.0000               11517.7932             6863.8865            0.0001   3 0.0078  307
 316  52  0  0 0.0016      10000.0000               11487.7136             6810.2624            0.0001   3 0.0078  308
 317  53  0  0 0.0016      10000.0000               11472.8169             6757.0572            0.0001   3 0.0039  309
 318  54  0  0 0.0016      10000.0000               11457.9932             6730.6625            0.0001   3 0.0039  310
 319  54  1  0 0.0016      10000.0000               11457.9932             6704.3708            0.0001   3 0.0039  310
 320  55  0  0 0.0016      10000.0000               11438.2396             6704.3708            0.0001   4 0.0078  311
 321  56  0  0 0.0016      10000.0000               11418.7355             6651.9929            0.0001   4 0.0078  312
 322  57  0  0 0.0016      10000.0000               11399.4776             6600.0242            0.0001   4 0.0078  313
 323  58  0  0 0.0016      10000.0000               11380.4630             6548.4615            0.0001   4 0.0078  314
 324  59  0  0 0.0016      10000.0000               11342.9638             6497.3017            0.0001   4 0.0156  315
 325  60  0  0 0.0016      10000.0000               11324.6641             6395.7813            0.0001   4 0.0078  316
 326  61  0  0 0.0016      10000.0000               11306.5944             6345.8143            0.0001   4 0.0078  317
 327  62  0  0 0.0016      10000.0000               11297.6679             6296.2376            0.0001   4 0.0039  318
 328  63  0  0 0.0016      10000.0000               11293.2311             6271.6430            0.0001   4 0.0020  319
 329  63  1  0 0.0016      10000.0000               11293.2311             6259.3936            0.0001   4 0.0020  319
 330  64  0  0 0.0016      10000.0000               11285.0196             6259.3936            0.0001   5 0.0039  320
 331  64  0 13 0.0016      10000.0000               11285.0196             6234.9429            0.0001   5 0.0010  320
 332  65  0  0 0.0016      10000.0000               11277.7979             6234.9429            0.0001   6 0.0039  321
 333  66  0  0 0.0016      10000.0000               11270.6214             6210.5876            0.0001   6 0.0039  322
 334  67  0  0 0.0016      10000.0000               11263.4899             6186.3275            0.0001   6 0.0039  323
 335  68  0  0 0.0016      10000.0000               11259.9456             6162.1622            0.0001   6 0.0020  324
 336  69  0  0 0.0016      10000.0000               11256.4124             6150.1267            0.0001   6 0.0020  325
 337  70  0  0 0.0016      10000.0000               11252.8904             6138.1148            0.0001   6 0.0020  326
 338  71  0  0 0.0016      10000.0000               11249.3795             6126.1263            0.0001   6 0.0020  327
 339  71  0 13 0.0016      10000.0000               11249.3795             9902.9577            0.0001   6 0.0010  327
 340  72  0  0 0.0016      10000.0000               11235.0195            12114.4838            0.0001   7 0.0156  328
 341  73  0  0 0.0016      10000.0000               11227.9848            11956.5020            0.0001   7 0.0078  329
 342  74  0  0 0.0016      10000.0000               11224.4989            11853.1592            0.0001   7 0.0039  330
 343  74  0 13 0.0016      10000.0000               11224.4989            11801.0588            0.0001   7 0.0010  330
 344  75  0  0 0.0016      10000.0000               11218.3812            16655.2424            0.0001   8 0.0312  331
 345  76  0  0 0.0016      10000.0000               11215.4235            16102.8386            0.0001   8 0.0156  332
 346  77  0  0 0.0016      10000.0000               11213.9692            22600.9365            0.0001   8 0.0078  333
 347  78  0  0 0.0016      10000.0000               11212.5270            26048.7463            0.0001   8 0.0078  334
 348  79  0  0 0.0016      10000.0000               11211.0970            32090.7010            0.0001   8 0.0078  335
 349  80  0  0 0.0016      10000.0000               11209.6789            44275.4299            0.0001   8 0.0078  336
 350  81  0  0 0.0016      10000.0000               11208.2728            77620.0807            0.0001   8 0.0078  337
 351  82  0  0 0.0016      10000.0000               11207.5752           541755.7638            0.0001   8 0.0039  338
 352  82  1  0 0.0016      10000.0000               11207.5752          2308683.7109            0.0001   8 0.0039  338
 353  83  0  0 0.0016      10000.0000               11206.8105          2308684.3953            0.0001   9 0.0312  339
 354  84  0  0 0.0016      10000.0000               11203.7196            22088.2420            0.0001   9 0.1250  340
 355  85  0  0 0.0016      10000.0000               11201.0341            15284.3446            0.0001   9 0.1250  341
 356  86  0  0 0.0016      10000.0000               11200.4608            62405.2460            0.0001   9 0.0312  342
 357  87  0  0 0.0016      10000.0000               11199.9205            97079.9970            0.0001   9 0.0312  343
 358  87  0 13 0.0016      10000.0000               11199.9205          1209737.5863            0.0001   9 0.0010  343
 359  87  0 13 0.0016      10000.0000               11199.9205          1209737.8930            0.0001  10 0.0010  343
 360   0  1  0 0.0003     100000.0000               99195.8576           213481.0253            0.0001   0 1.0000  343
 361   0  1  0 0.0003     100000.0000               99195.8576           213469.1623            0.0001   1 1.0000  343
 362   0  1  0 0.0003     100000.0000               99195.8576           213376.0110            0.0001   2 1.0000  343
 363   0  1  0 0.0003     100000.0000               99195.8576           213008.4879            0.0001   3 1.0000  343
 364   0  1  0 0.0003     100000.0000               99195.8576           212834.2457            0.0001   4 1.0000  343
 365   0  1  0 0.0003     100000.0000               99195.8576           213395.9428            0.0001   5 1.0000  343
 366   0  0 13 0.0003     100000.0000               99195.8576           214875.7043            0.0001   6 0.0010  343
 367   0  0 13 0.0003     100000.0000               99195.8576           215490.2441            0.0001   7 0.0010  343
 368   0  0 13 0.0003     100000.0000               99195.8576           215577.8412            0.0001   8 0.0010  343
 369   0  0 13 0.0003     100000.0000               99195.8576           215594.3727            0.0001   9 0.0010  343
 370   0  0 13 0.0003     100000.0000               99195.8576           324953.4456            0.0001  10 0.0010  343
 371   0  1  0 0.0001    1000000.0000              979140.1121          1628260.5041            0.0001   0 1.0000  343
 372   0  1  0 0.0001    1000000.0000              979140.1121          1628260.5041            0.0001   1 1.0000  343
 373   0  1  0 0.0001    1000000.0000              979140.1121          1628260.5041            0.0001   2 1.0000  343
 374   0  1  0 0.0001    1000000.0000              979140.1121          1628260.5041            0.0001   3 1.0000  343
 375   0  1  0 0.0001    1000000.0000              979140.1121          1628260.5041            0.0001   4 1.0000  343
 376   0  0 13 0.0001    1000000.0000              979140.1121          1628260.5041            0.0001   5 0.0010  343
 377   0  0 13 0.0001    1000000.0000              979140.1121          1628260.5041            0.0001   6 0.0010  343
 378   0  0 13 0.0001    1000000.0000              979140.1121          1628260.5041            0.0001   7 0.0010  343
 379   0  0 13 0.0001    1000000.0000              979140.1121          1628260.5041            0.0001   8 0.0010  343
 380   0  0 13 0.0001    1000000.0000              979140.1121          1628260.5041            0.0001   9 0.0010  343
 381   1  0  0 0.0001    1000000.0000              979139.0982          1628260.5041            0.0001  10 0.0020  344
 382   1  0 13 0.0001    1000000.0000              979139.0982          1625080.3078            0.0001  10 0.0010  344
 383   0  1  0 0.0000    1000000.0000             1585996.1717          2402342.0805            0.0001   0 1.0000  344
 384   0  1  0 0.0000    1000000.0000             1585996.1717          2402342.0805            0.0001   1 1.0000  344
 385   0  1  0 0.0000    1000000.0000             1585996.1717          2402342.0805            0.0001   2 1.0000  344
 386   0  1  0 0.0000    1000000.0000             1585996.1717          2402342.0805            0.0001   3 1.0000  344
 387   0  1  0 0.0000    1000000.0000             1585996.1717          2402342.0805            0.0001   4 1.0000  344
 388   0  1  0 0.0000    1000000.0000             1585996.1717          2402342.0805            0.0001   5 1.0000  344
 389   0  0 13 0.0000    1000000.0000             1585996.1717          2402342.0805            0.0001   6 0.0010  344
 390   0  0 13 0.0000    1000000.0000             1585996.1717          2402342.0805            0.0001   7 0.0010  344
 391   0  0 13 0.0000    1000000.0000             1585996.1717          2402342.0805            0.0001   8 0.0010  344
 392   0  0 13 0.0000    1000000.0000             1585996.1717          2402342.0805            0.0001   9 0.0010  344
 393   0  0 13 0.0000    1000000.0000             1585996.1717          2402342.0805            0.0001  10 0.0010  344
 394   0  1  0 0.0000    1000000.0000             2192853.1891          3179603.8533            0.0001   0 1.0000  344
 395   0  1  0 0.0000    1000000.0000             2192853.1891          3179603.8533            0.0001   1 1.0000  344
 396   0  1  0 0.0000    1000000.0000             2192853.1891          3179603.8533            0.0001   2 1.0000  344
 397   0  1  0 0.0000    1000000.0000             2192853.1891          3179603.8533            0.0001   3 1.0000  344
 398   0  1  0 0.0000    1000000.0000             2192853.1891          3179603.8533            0.0001   4 1.0000  344
 399   0  1  0 0.0000    1000000.0000             2192853.1891          3179603.8533            0.0001   5 1.0000  344
 400   0  0 13 0.0000    1000000.0000             2192853.1891          3179603.8533            0.0001   6 0.0010  344
 401   0  0 13 0.0000    1000000.0000             2192853.1891          3179603.8533            0.0001   7 0.0010  344
 402   0  0 13 0.0000    1000000.0000             2192853.1891          3179603.8533            0.0001   8 0.0010  344
 403   0  0 13 0.0000    1000000.0000             2192853.1891          3179603.8533            0.0001   9 0.0010  344
 404   0  0 13 0.0000    1000000.0000             2192853.1891          3179603.8533            0.0001  10 0.0010  344
Outer Max/Min

In Total : 3.9468 Seconds
X_result = 
 4.0000  6.0000  8.0000 -2.0000 -2.5000  3.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000
 3.8000  5.7500  8.3000 -2.0073 -2.5001  2.9761 -0.0002  0.0250  0.0000  1.0000  0.0000  0.0000  0.0000
 3.5993  5.5000  8.5976 -2.0149 -2.5017  2.9524 -0.0059  0.0513 -0.0000  1.0000 -0.0000  0.0013  0.0000
 3.3978  5.2498  8.8928 -2.0203 -2.5047  2.9290 -0.0161  0.0781 -0.0000  1.0000 -0.0003  0.0038  0.0000
 3.1958  4.9994  9.1857 -2.0207 -2.5081  2.9059 -0.0299  0.1046 -0.0000  1.0000 -0.0011  0.0077  0.0000
 2.9937  4.7485  9.4763 -2.0133 -2.5108  2.8831 -0.0465  0.1300 -0.0000  0.9999 -0.0026  0.0129  0.0000
 2.7924  4.4975  9.7646 -1.9953 -2.5112  2.8603 -0.0650  0.1537 -0.0000  0.9998 -0.0049  0.0194  0.0000
 2.5928  4.2464 10.0507 -1.9642 -2.5074  2.8375 -0.0846  0.1750 -0.0000  0.9996 -0.0082  0.0271  0.0000
 2.3964  3.9956 10.3344 -1.9176 -2.4975  2.8142 -0.1045  0.1934 -0.0000  0.9993 -0.0124  0.0359  0.0001
 2.2047  3.7459 10.6159 -1.8531 -2.4793  2.7901 -0.1239  0.2085 -0.0000  0.9988 -0.0176  0.0455  0.0002
 2.0193  3.4979 10.8949 -1.7691 -2.4508  2.7644 -0.1423  0.2197 -0.0000  0.9981 -0.0238  0.0559  0.0003
 1.8424  3.2529 11.1713 -1.6640 -2.4100  2.7365 -0.1589  0.2269 -0.0000  0.9973 -0.0309  0.0669  0.0004
 1.6760  3.0119 11.4450 -1.5368 -2.3549  2.7053 -0.1734  0.2299 -0.0000  0.9962 -0.0388  0.0782  0.0006
 1.5223  2.7764 11.7155 -1.3868 -2.2839  2.6701 -0.1852  0.2284 -0.0000  0.9948 -0.0475  0.0896  0.0008
 1.3837  2.5480 11.9825 -1.2138 -2.1956  2.6297 -0.1939  0.2226 -0.0000  0.9933 -0.0567  0.1010  0.0011
 1.2623  2.3284 12.2455 -1.0183 -2.0888  2.5832 -0.1993  0.2123 -0.0000  0.9915 -0.0663  0.1120  0.0014
 1.1605  2.1195 12.5038 -0.8009 -1.9626  2.5297 -0.2012  0.1979 -0.0000  0.9895 -0.0762  0.1225  0.0019
 1.0804  1.9233 12.7567 -0.5630 -1.8168  2.4685 -0.1994  0.1795 -0.0000  0.9875 -0.0862  0.1323  0.0023
 1.0241  1.7416 13.0036 -0.3060 -1.6511  2.3991 -0.1938  0.1574 -0.0000  0.9853 -0.0960  0.1411  0.0029
 0.9935  1.5765 13.2435 -0.0321 -1.4658  2.3212 -0.1846  0.1319 -0.0000  0.9832 -0.1056  0.1488  0.0035
 0.9902  1.4299 13.4756  0.2564 -1.2616  2.2350 -0.1719  0.1035 -0.0000  0.9812 -0.1147  0.1553  0.0042
 1.0159  1.3037 13.6991  0.5570 -1.0395  2.1408 -0.1558  0.0726 -0.0000  0.9793 -0.1231  0.1603  0.0049
 1.0716  1.1998 13.9132  0.8668 -0.8006  2.0393 -0.1365  0.0397 -0.0000  0.9778 -0.1308  0.1638  0.0057
 1.1583  1.1197 14.1171  1.1829 -0.5467  1.9317 -0.1144  0.0053 -0.0000  0.9765 -0.1375  0.1657  0.0066
 1.2766  1.0651 14.3103  1.5021 -0.2795  1.8193 -0.0898 -0.0300 -0.0000  0.9757 -0.1431  0.1659  0.0075
 1.4268  1.0371 14.4922  1.8213 -0.0011  1.7037 -0.0631 -0.0657 -0.0000  0.9753 -0.1474  0.1644  0.0084
 1.6089  1.0370 14.6626  2.1372  0.2862  1.5868 -0.0348 -0.1012 -0.0000  0.9753 -0.1505  0.1612  0.0094
 1.8226  1.0656 14.8213  2.4465  0.5800  1.4703 -0.0053 -0.1359 -0.0000  0.9759 -0.1521  0.1562  0.0105
 2.0673  1.1236 14.9683  2.7461  0.8775  1.3563  0.0248 -0.1694 -0.0000  0.9769 -0.1523  0.1496  0.0116
 2.3419  1.2114 15.1039  3.0329  1.1761  1.2467  0.0552 -0.2011 -0.0000  0.9783 -0.1510  0.1413  0.0127
 2.6452  1.3290 15.2286  3.3036  1.4727  1.1431  0.0852 -0.2305 -0.0000  0.9801 -0.1482  0.1315  0.0138
 2.9755  1.4762 15.3429  3.5554  1.7645  1.0470  0.1145 -0.2572 -0.0000  0.9822 -0.1438  0.1203  0.0149
 3.3311  1.6527 15.4476  3.7855  2.0485  0.9597  0.1424 -0.2809 -0.0000  0.9844 -0.1380  0.1077  0.0161
 3.7096  1.8575 15.5436  3.9914  2.3215  0.8819  0.1687 -0.3012  0.0000  0.9868 -0.1307  0.0940  0.0173
 4.1088  2.0897 15.6318  4.1705  2.5807  0.8141  0.1929 -0.3179 -0.0000  0.9892 -0.1221  0.0793  0.0184
 4.5258  2.3478 15.7132  4.3210  2.8232  0.7563  0.2146 -0.3307 -0.0000  0.9914 -0.1123  0.0637  0.0196
 4.9579  2.6301 15.7888  4.4411  3.0462  0.7081  0.2335 -0.3395 -0.0000  0.9935 -0.1013  0.0475  0.0208
 5.4020  2.9347 15.8596  4.5295  3.2473  0.6687  0.2495 -0.3443 -0.0000  0.9953 -0.0893  0.0309  0.0219
 5.8550  3.2594 15.9265  4.5853  3.4242  0.6368  0.2623 -0.3452 -0.0000  0.9967 -0.0765  0.0140  0.0231
 6.3135  3.6018 15.9902  4.6079  3.5751  0.6110  0.2718 -0.3422 -0.0000  0.9977 -0.0630 -0.0029  0.0242
 6.7743  3.9594 16.0513  4.5974  3.6983  0.5896  0.2780 -0.3354 -0.0000  0.9983 -0.0490 -0.0196  0.0253
 7.2341  4.3292 16.1102  4.5541  3.7928  0.5708  0.2810 -0.3251 -0.0000  0.9984 -0.0347 -0.0360  0.0264
 7.6895  4.7085 16.1673  4.4788  3.8578  0.5527  0.2807 -0.3115 -0.0000  0.9981 -0.0203 -0.0518  0.0275
 8.1373  5.0943 16.2226  4.3728  3.8930  0.5335  0.2773 -0.2950 -0.0000  0.9973 -0.0058 -0.0670  0.0285
 8.5746  5.4836 16.2759  4.2377  3.8984  0.5115  0.2710 -0.2757 -0.0000  0.9962  0.0084 -0.0813  0.0295
 8.9984  5.8734 16.3271  4.0752  3.8746  0.4852  0.2619 -0.2541 -0.0000  0.9948  0.0223 -0.0946  0.0305
 9.4059  6.2609 16.3756  3.8877  3.8222  0.4533  0.2503 -0.2305  0.0000  0.9931  0.0357 -0.1068  0.0315
 9.7947  6.6431 16.4209  3.6774  3.7425  0.4150  0.2363 -0.2052  0.0000  0.9913  0.0485 -0.1178  0.0324
10.1624  7.0173 16.4624  3.4468  3.6369  0.3696  0.2204 -0.1786  0.0000  0.9894  0.0605 -0.1276  0.0333
10.5071  7.3810 16.4994  3.1986  3.5071  0.3168  0.2027 -0.1511  0.0000  0.9875  0.0717 -0.1361  0.0341
10.8270  7.7317 16.5311  2.9354  3.3548  0.2567  0.1834 -0.1229  0.0000  0.9857  0.0820 -0.1432  0.0350
11.1205  8.0672 16.5567  2.6598  3.1821  0.1895  0.1630 -0.0945  0.0000  0.9840  0.0912 -0.1489  0.0358
11.3865  8.3854 16.5757  2.3746  2.9911  0.1160  0.1416 -0.0662  0.0000  0.9825  0.0994 -0.1533  0.0365
11.6239  8.6845 16.5873  2.0823  2.7840  0.0370  0.1195 -0.0381  0.0000  0.9813  0.1065 -0.1562  0.0373
11.8322  8.9629 16.5910  1.7856  2.5632 -0.0465  0.0970 -0.0108  0.0000  0.9803  0.1124 -0.1579  0.0380
12.0107  9.2192 16.5864  1.4868  2.3308 -0.1334  0.0743  0.0157  0.0000  0.9797  0.1172 -0.1582  0.0387
12.1594  9.4523 16.5730  1.1883  2.0893 -0.2223  0.0518  0.0410  0.0000  0.9793  0.1208 -0.1573  0.0394
12.2782  9.6612 16.5508  0.8923  1.8408 -0.3120  0.0296  0.0650  0.0000  0.9793  0.1233 -0.1552  0.0401
12.3675  9.8453 16.5196  0.6011  1.5878 -0.4011  0.0079  0.0874  0.0000  0.9797  0.1246 -0.1520  0.0407
12.4276 10.0041 16.4795  0.3166  1.3325 -0.4884 -0.0129  0.1080  0.0000  0.9803  0.1248 -0.1477  0.0413
12.4592 10.1373 16.4306  0.0406  1.0769 -0.5728 -0.0328  0.1267  0.0000  0.9811  0.1239 -0.1424  0.0419
12.4633 10.2450 16.3734 -0.2250  0.8234 -0.6532 -0.0515  0.1434  0.0000  0.9822  0.1220 -0.1362  0.0424
12.4408 10.3274 16.3080 -0.4788  0.5738 -0.7288 -0.0689  0.1580  0.0000  0.9835  0.1192 -0.1293  0.0430
12.3929 10.3848 16.2352 -0.7192  0.3301 -0.7988 -0.0847  0.1703  0.0000  0.9849  0.1155 -0.1217  0.0435
12.3210 10.4178 16.1553 -0.9451  0.0942 -0.8627 -0.0990  0.1804  0.0000  0.9864  0.1109 -0.1135  0.0439
12.2265 10.4272 16.0690 -1.1554 -0.1323 -0.9203 -0.1116  0.1882  0.0000  0.9879  0.1056 -0.1048  0.0444
12.1109 10.4140 15.9770 -1.3492 -0.3478 -0.9713 -0.1223  0.1937  0.0000  0.9894  0.0997 -0.0957  0.0448
11.9760 10.3792 15.8799 -1.5257 -0.5510 -1.0158 -0.1312  0.1969  0.0000  0.9909  0.0932 -0.0864  0.0451
11.8235 10.3241 15.7783 -1.6846 -0.7407 -1.0540 -0.1382  0.1980  0.0000  0.9923  0.0863 -0.0770  0.0455
11.6550 10.2500 15.6729 -1.8254 -0.9159 -1.0862 -0.1432  0.1970  0.0000  0.9935  0.0790 -0.0674  0.0458
11.4725 10.1584 15.5643 -1.9481 -1.0758 -1.1129 -0.1464  0.1941  0.0000  0.9947  0.0714 -0.0580  0.0461
11.2777 10.0509 15.4530 -2.0528 -1.2198 -1.1346 -0.1477  0.1892  0.0000  0.9957  0.0637 -0.0487  0.0464
11.0724  9.9289 15.3395 -2.1397 -1.3476 -1.1520 -0.1473  0.1826  0.0000  0.9966  0.0559 -0.0396  0.0466
10.8584  9.7941 15.2243 -2.2094 -1.4591 -1.1656 -0.1451  0.1745  0.0000  0.9973  0.0481 -0.0308  0.0468
10.6375  9.6482 15.1078 -2.2624 -1.5542 -1.1762 -0.1413  0.1649  0.0000  0.9978  0.0404 -0.0225  0.0470
10.4112  9.4928 14.9901 -2.2995 -1.6333 -1.1843 -0.1361  0.1542  0.0000  0.9982  0.0330 -0.0146  0.0472
10.1813  9.3294 14.8717 -2.3217 -1.6969 -1.1906 -0.1295  0.1426  0.0000  0.9985  0.0258 -0.0072  0.0473
 9.9491  9.1597 14.7526 -2.3299 -1.7454 -1.1956 -0.1219  0.1302  0.0000  0.9987  0.0190 -0.0004  0.0475
 9.7161  8.9852 14.6331 -2.3254 -1.7798 -1.1998 -0.1132  0.1172  0.0000  0.9988  0.0126  0.0058  0.0476
 9.4836  8.8072 14.5131 -2.3092 -1.8009 -1.2034 -0.1038  0.1039  0.0000  0.9988  0.0067  0.0114  0.0477
 9.2527  8.6271 14.3928 -2.2827 -1.8097 -1.2069 -0.0939  0.0905  0.0000  0.9987  0.0013  0.0164  0.0478
 9.0244  8.4462 14.2721 -2.2470 -1.8073 -1.2105 -0.0836  0.0771  0.0000  0.9986 -0.0036  0.0206  0.0479
 8.7997  8.2654 14.1510 -2.2035 -1.7949 -1.2143 -0.0730  0.0640  0.0000  0.9985 -0.0080  0.0243  0.0479
 8.5793  8.0860 14.0296 -2.1534 -1.7736 -1.2184 -0.0625  0.0513  0.0000  0.9984 -0.0118  0.0273  0.0480
 8.3640  7.9086 13.9078 -2.0980 -1.7447 -1.2227 -0.0521  0.0392  0.0000  0.9983 -0.0150  0.0297  0.0481
 8.1542  7.7341 13.7855 -2.0383 -1.7093 -1.2274 -0.0420  0.0277  0.0000  0.9982 -0.0177  0.0316  0.0481
 7.9504  7.5632 13.6627 -1.9755 -1.6686 -1.2324 -0.0324  0.0170  0.0000  0.9981 -0.0199  0.0328  0.0481
 7.7528  7.3964 13.5395 -1.9106 -1.6237 -1.2375 -0.0232  0.0072  0.0000  0.9980 -0.0215  0.0336  0.0482
 7.5618  7.2340 13.4158 -1.8446 -1.5757 -1.2426 -0.0147 -0.0017  0.0000  0.9980 -0.0227  0.0339  0.0482
 7.3773  7.0764 13.2915 -1.7784 -1.5256 -1.2478 -0.0069 -0.0096  0.0000  0.9980 -0.0234  0.0338  0.0482
 7.1995  6.9238 13.1667 -1.7127 -1.4744 -1.2527  0.0002 -0.0165  0.0000  0.9980 -0.0238  0.0333  0.0483
 7.0282  6.7764 13.0414 -1.6483 -1.4228 -1.2575  0.0064 -0.0224  0.0000  0.9980 -0.0237  0.0325  0.0483
 6.8634  6.6341 12.9157 -1.5858 -1.3716 -1.2620  0.0119 -0.0274  0.0000  0.9981 -0.0233  0.0314  0.0483
 6.7048  6.4970 12.7895 -1.5256 -1.3215 -1.2661  0.0166 -0.0314  0.0000  0.9981 -0.0227  0.0300  0.0483
 6.5522  6.3648 12.6629 -1.4682 -1.2730 -1.2698  0.0205 -0.0346  0.0000  0.9982 -0.0218  0.0285  0.0483
 6.4054  6.2375 12.5359 -1.4139 -1.2267 -1.2731  0.0236 -0.0368  0.0000  0.9983 -0.0207  0.0268  0.0483
 6.2640  6.1149 12.4086 -1.3630 -1.1830 -1.2759  0.0260 -0.0383  0.0000  0.9983 -0.0194  0.0251  0.0483
 6.1277  5.9966 12.2810 -1.3156 -1.1421 -1.2783  0.0277 -0.0390  0.0000  0.9984 -0.0180  0.0232  0.0483
 5.9962  5.8824 12.1532 -1.2719 -1.1043 -1.2802  0.0287 -0.0390  0.0000  0.9985 -0.0165  0.0213  0.0483
 5.8690  5.7719 12.0251 -1.2318 -1.0698 -1.2816  0.0291 -0.0384  0.0000  0.9985 -0.0150  0.0194  0.0483
 5.7458  5.6649 11.8970 -1.1955 -1.0386 -1.2827  0.0290 -0.0373  0.0000  0.9986 -0.0135  0.0176  0.0483
 5.6263  5.5611 11.7687 -1.1627 -1.0108 -1.2834  0.0284 -0.0358  0.0000  0.9986 -0.0119  0.0158  0.0483
 5.5100  5.4600 11.6404 -1.1334 -0.9862 -1.2837  0.0274 -0.0338  0.0000  0.9987 -0.0104  0.0141  0.0483
 5.3966  5.3614 11.5120 -1.1074 -0.9649 -1.2837  0.0260 -0.0316  0.0000  0.9987 -0.0090  0.0125  0.0483
 5.2859  5.2649 11.3836 -1.0845 -0.9467 -1.2834  0.0243 -0.0291  0.0000  0.9987 -0.0076  0.0109  0.0483
 5.1775  5.1702 11.2553 -1.0644 -0.9314 -1.2828  0.0224 -0.0264  0.0000  0.9988 -0.0063  0.0096  0.0483
 5.0710  5.0771 11.1270 -1.0470 -0.9188 -1.2820  0.0203 -0.0236  0.0000  0.9988 -0.0051  0.0083  0.0483
 4.9663  4.9852 10.9988 -1.0320 -0.9087 -1.2809  0.0180 -0.0207  0.0000  0.9988 -0.0041  0.0072  0.0483
 4.8631  4.8943 10.8707 -1.0191 -0.9008 -1.2797  0.0157 -0.0178  0.0000  0.9988 -0.0031  0.0062  0.0483
 4.7612  4.8042 10.7428 -1.0081 -0.8949 -1.2783  0.0133 -0.0150  0.0000  0.9988 -0.0023  0.0053  0.0483
 4.6604  4.7148 10.6149 -0.9986 -0.8906 -1.2768  0.0110 -0.0122  0.0000  0.9988 -0.0016  0.0046  0.0483
 4.5605  4.6257 10.4873 -0.9904 -0.8878 -1.2750  0.0087 -0.0095  0.0000  0.9988 -0.0010  0.0040  0.0483
 4.4615  4.5369 10.3598 -0.9832 -0.8862 -1.2732  0.0065 -0.0070  0.0000  0.9988 -0.0005  0.0036  0.0483
 4.3632  4.4483 10.2324 -0.9769 -0.8855 -1.2711  0.0043 -0.0047  0.0000  0.9988 -0.0002  0.0032  0.0483
 4.2655  4.3597 10.1053 -0.9712 -0.8854 -1.2690  0.0023 -0.0025  0.0000  0.9988  0.0000  0.0030  0.0483
 4.1684  4.2712  9.9784 -0.9658 -0.8858 -1.2667  0.0005 -0.0006  0.0000  0.9988  0.0001  0.0029  0.0483
 4.0718  4.1826  9.8518 -0.9605 -0.8863 -1.2643 -0.0012  0.0012  0.0000  0.9988  0.0002  0.0029  0.0483
 3.9757  4.0940  9.7253 -0.9553 -0.8868 -1.2618 -0.0027  0.0027  0.0000  0.9988  0.0001  0.0029  0.0483
 3.8802  4.0053  9.5991 -0.9499 -0.8872 -1.2591 -0.0040  0.0040  0.0000  0.9988 -0.0000  0.0030  0.0483
 3.7852  3.9166  9.4732 -0.9442 -0.8872 -1.2563 -0.0051  0.0051  0.0000  0.9988 -0.0002  0.0032  0.0483
 3.6908  3.8279  9.3476 -0.9381 -0.8867 -1.2534 -0.0060  0.0060  0.0000  0.9988 -0.0005  0.0035  0.0483
 3.5970  3.7392  9.2223 -0.9315 -0.8856 -1.2504 -0.0068  0.0066  0.0000  0.9988 -0.0008  0.0038  0.0483
 3.5038  3.6506  9.0972 -0.9242 -0.8838 -1.2473 -0.0073  0.0071  0.0000  0.9988 -0.0012  0.0041  0.0483
 3.4114  3.5622  8.9725 -0.9164 -0.8813 -1.2441 -0.0077  0.0074  0.0000  0.9988 -0.0016  0.0044  0.0483
 3.3198  3.4741  8.8481 -0.9079 -0.8779 -1.2407 -0.0079  0.0075  0.0000  0.9988 -0.0020  0.0048  0.0483
 3.2290  3.3863  8.7240 -0.8987 -0.8736 -1.2373 -0.0080  0.0075  0.0000  0.9988 -0.0024  0.0051  0.0483
 3.1391  3.2990  8.6003 -0.8888 -0.8684 -1.2337 -0.0080  0.0073  0.0000  0.9988 -0.0028  0.0055  0.0483
 3.0502  3.2121  8.4769 -0.8782 -0.8623 -1.2300 -0.0078  0.0070  0.0000  0.9988 -0.0032  0.0058  0.0483
